#date,rate
2010-01-04,1.129
2010-01-05,1.129
2010-01-06,1.126
2010-01-07,1.121
2010-01-08,1.119
2010-01-11,1.116
2010-01-12,1.112
2010-01-13,1.110
2010-01-14,1.110
2010-01-15,1.105
2010-01-18,1.101
2010-01-19,1.099
2010-01-20,1.098
2010-01-21,1.097
2010-01-22,1.094
2010-01-25,1.094
2010-01-26,1.093
2010-01-27,1.094
2010-01-28,1.096
2010-01-29,1.098
2010-02-01,1.097
2010-02-02,1.099
2010-02-03,1.100
2010-02-04,1.099
2010-02-05,1.096
2010-02-08,1.096
2010-02-09,1.098
2010-02-10,1.100
2010-02-11,1.102
2010-02-12,1.102
2010-02-15,1.1
2010-02-16,1.099
2010-02-17,1.098
2010-02-18,1.096
2010-02-19,1.1
2010-02-22,1.1
2010-02-23,1.1
2010-02-24,1.098
2010-02-25,1.092
2010-02-26,1.092
2010-03-01,1.092
2010-03-02,1.091
2010-03-03,1.09
2010-03-04,1.093
2010-03-05,1.091
2010-03-08,1.093
2010-03-09,1.091
2010-03-10,1.092
2010-03-11,1.093
2010-03-12,1.094
2010-03-15,1.093
2010-03-16,1.092
2010-03-17,1.09
2010-03-18,1.089
2010-03-19,1.089
2010-03-22,1.088
2010-03-23,1.086
2010-03-24,1.085
2010-03-25,1.084
2010-03-26,1.085
2010-03-29,1.086
2010-03-30,1.085
2010-03-31,1.085
2010-04-01,1.088
2010-04-06,1.095
2010-04-07,1.094
2010-04-08,1.093
2010-04-09,1.094
2010-04-12,1.097
2010-04-13,1.097
2010-04-14,1.096
2010-04-15,1.095
2010-04-16,1.095
2010-04-19,1.094
2010-04-20,1.093
2010-04-21,1.092
2010-04-22,1.093
2010-04-23,1.098
2010-04-26,1.098
2010-04-27,1.098
2010-04-28,1.104
2010-04-29,1.107
2010-04-30,1.108
2010-05-03,1.111
2010-05-04,1.113
2010-05-05,1.114
2010-05-06,1.114
2010-05-07,1.120
2010-05-10,1.119
2010-05-11,1.118
2010-05-12,1.117
2010-05-13,1.117
2010-05-14,1.118
2010-05-17,1.12
2010-05-18,1.12
2010-05-19,1.123
2010-05-20,1.125
2010-05-21,1.127
2010-05-24,1.129
2010-05-25,1.131
2010-05-26,1.129
2010-05-27,1.128
2010-05-28,1.128
2010-05-31,1.13
2010-06-01,1.132
2010-06-02,1.135
2010-06-03,1.137
2010-06-04,1.137
2010-06-07,1.137
2010-06-08,1.138
2010-06-09,1.139
2010-06-10,1.139
2010-06-11,1.141
2010-06-14,1.143
2010-06-15,1.147
2010-06-16,1.149
2010-06-17,1.153
2010-06-18,1.157
2010-06-21,1.16
2010-06-22,1.164
2010-06-23,1.167
2010-06-24,1.168
2010-06-25,1.17
2010-06-28,1.175
2010-06-29,1.176
2010-06-30,1.177
2010-07-01,1.191
2010-07-02,1.2
2010-07-05,1.202
2010-07-06,1.205
2010-07-07,1.208
2010-07-08,1.211
2010-07-09,1.221
2010-07-12,1.226
2010-07-13,1.229
2010-07-14,1.233
2010-07-15,1.237
2010-07-16,1.253
2010-07-19,1.262
2010-07-20,1.267
2010-07-21,1.271
2010-07-22,1.273
2010-07-23,1.277
2010-07-26,1.281
2010-07-27,1.285
2010-07-28,1.287
2010-07-29,1.289
2010-07-30,1.288
2010-08-02,1.289
2010-08-03,1.289
2010-08-04,1.292
2010-08-05,1.294
2010-08-06,1.297
2010-08-09,1.296
2010-08-10,1.298
2010-08-11,1.297
2010-08-12,1.295
2010-08-13,1.294
2010-08-16,1.292
2010-08-17,1.291
2010-08-18,1.291
2010-08-19,1.291
2010-08-20,1.288
2010-08-23,1.285
2010-08-24,1.286
2010-08-25,1.285
2010-08-26,1.286
2010-08-27,1.284
2010-08-30,1.282
2010-08-31,1.282
2010-09-01,1.280
2010-09-02,1.283
2010-09-03,1.283
2010-09-06,1.282
2010-09-07,1.281
2010-09-08,1.282
2010-09-09,1.282
2010-09-10,1.284
2010-09-13,1.285
2010-09-14,1.285
2010-09-15,1.287
2010-09-16,1.289
2010-09-17,1.290
2010-09-20,1.290
2010-09-21,1.290
2010-09-22,1.285
2010-09-23,1.284
2010-09-24,1.284
2010-09-27,1.285
2010-09-28,1.289
2010-09-29,1.289
2010-09-30,1.295
2010-10-01,1.332
2010-10-04,1.337
2010-10-05,1.336
2010-10-06,1.336
2010-10-07,1.339
2010-10-08,1.340
2010-10-11,1.342
2010-10-12,1.343
2010-10-13,1.346
